Line,Sample,X,Y,Mark,Status,GPSStat,GPSalt,Time[ms],Time[hhmmss.sss],PowerLn,I_450Hz,Q_450Hz,I_1530Hz,Q_1530Hz,I_5310Hz,Q_5310Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,EC450Hz[mS/m],EC1530Hz[mS/m],EC5310Hz[mS/m],EC18330Hz[mS/m],EC63030Hz[mS/m],TotalEC[mS/m],MSusc450Hz[1/1000],MSusc1530Hz[1/1000],MSusc5310Hz[1/1000],MSusc18330Hz[1/1000],MSusc63030Hz[1/1000]
0,45,727438.03,4335897.09,0,0,1,333.34,237428.300,000357.4283,1.0,4.50620e+002,1.50431e+002,4.30929e+002,2.24199e+002,4.08369e+002,9.00332e+002,5.11045e+002,3.50993e+003,2.42805e+003,1.12864e+004, 1.22516e+002, 5.23171e+001, 5.90439e+001, 7.00836e+001, 7.65526e+001, 6.78122e+001,-4.45853e+000,-4.26412e+000,-4.04134e+000,-5.05488e+000,-2.37909e+001
0,46,727438.04,4335897.09,0,0,1,333.34,237528.300,000357.5283,0.7,4.38243e+002,1.98963e+002,4.02275e+002,2.12768e+002,4.02583e+002,9.07677e+002,4.91587e+002,3.44541e+003,2.44482e+003,1.12803e+004, 1.59006e+002, 4.93557e+001, 5.94830e+001, 6.86393e+001, 7.65612e+001, 6.75042e+001,-4.33634e+000,-3.98115e+000,-3.98419e+000,-4.86288e+000,-2.39533e+001
0,47,727438.04,4335897.09,0,0,1,333.34,237628.300,000357.6283,0.5,4.23610e+002,1.74360e+002,4.56096e+002,1.96372e+002,4.56433e+002,9.62511e+002,5.14716e+002,3.44246e+003,2.39705e+003,1.12839e+004, 1.39627e+002, 4.64159e+001, 6.35519e+001, 6.86901e+001, 7.64392e+001, 6.90208e+001,-4.19185e+000,-4.51259e+000,-4.51592e+000,-5.09110e+000,-2.34907e+001
0,48,727438.04,4335897.09,0,0,1,333.34,237728.300,000357.7283,0.6,4.34062e+002,8.59662e+001,5.46515e+002,2.81453e+002,4.97668e+002,9.91849e+002,5.55085e+002,3.47628e+003,2.41523e+003,1.13667e+004, 7.26417e+001, 6.70268e+001, 6.58585e+001, 6.95949e+001, 7.70822e+001, 7.03778e+001,-4.29506e+000,-5.40478e+000,-4.92289e+000,-5.48930e+000,-2.36668e+001
0,49,727438.04,4335897.09,0,0,1,333.34,237828.300,000357.8283,0.5,4.45486e+002,6.63020e+001,5.24477e+002,3.29982e+002,4.48235e+002,1.03767e+003,5.61855e+002,3.47961e+003,2.43044e+003,1.13426e+004, 5.78699e+001, 7.75879e+001, 6.85109e+001, 6.96978e+001, 7.69584e+001, 7.13765e+001,-4.40785e+000,-5.18740e+000,-4.43499e+000,-5.55606e+000,-2.38141e+001
0,50,727438.04,4335897.09,0,0,1,333.34,237928.300,000357.9283,0.6,4.43344e+002,7.85018e+001,4.61684e+002,2.44235e+002,4.20150e+002,1.03369e+003,5.37243e+002,3.45789e+003,2.39784e+003,1.13534e+004, 6.72054e+001, 5.72842e+001, 6.80033e+001, 6.91226e+001, 7.69340e+001, 7.09881e+001,-4.38670e+000,-4.56775e+000,-4.15768e+000,-5.31332e+000,-2.34984e+001
0,51,727438.04,4335897.09,0,0,1,333.34,238028.300,000358.0283,0.6,4.35469e+002,9.51846e+001,4.44973e+002,1.58289e+002,4.46541e+002,1.00730e+003,5.61350e+002,3.42946e+003,2.40400e+003,1.13135e+004, 7.97659e+001, 3.77308e+001, 6.64697e+001, 6.86449e+001, 7.66703e+001, 7.01746e+001,-4.30895e+000,-4.40278e+000,-4.41826e+000,-5.55108e+000,-2.35581e+001
0,52,727438.04,4335897.09,0,0,1,333.34,238128.300,000358.1283,0.5,4.52337e+002,2.02008e+001,4.18207e+002,1.74590e+002,4.72967e+002,9.88951e+002,5.72581e+002,3.46956e+003,2.40071e+003,1.12343e+004, 2.16341e+001, 4.10499e+001, 6.54527e+001, 6.95397e+001, 7.60992e+001, 6.99186e+001,-4.47548e+000,-4.13850e+000,-4.67912e+000,-5.66183e+000,-2.35262e+001
0,53,727438.04,4335897.09,0,0,1,333.34,238228.300,000358.2283,1.1,4.45844e+002,-4.58550e+001,4.05833e+002,1.94685e+002,4.83273e+002,9.89351e+002,5.56688e+002,3.51286e+003,2.37843e+003,1.12398e+004, 3.32308e+000, 4.53754e+001, 6.55674e+001, 7.03695e+001, 7.60696e+001, 7.02268e+001,-4.41138e+000,-4.01629e+000,-4.78084e+000,-5.50511e+000,-2.33104e+001
0,54,727438.04,4335897.09,0,0,1,333.34,238328.300,000358.3283,0.8,4.26383e+002,8.53658e+001,4.50520e+002,1.85109e+002,4.82733e+002,1.02424e+003,6.08240e+002,3.49896e+003,2.42281e+003,1.13201e+004, 7.19229e+001, 4.38215e+001, 6.78938e+001, 7.03306e+001, 7.67753e+001, 7.12986e+001,-4.21923e+000,-4.45755e+000,-4.77551e+000,-6.01337e+000,-2.37402e+001
0,55,727438.03,4335897.09,0,0,1,333.34,238428.300,000358.4283,1.0,4.46783e+002,1.70489e+002,4.63015e+002,1.83186e+002,4.89779e+002,1.06204e+003,6.21986e+002,3.45826e+003,2.42999e+003,1.13168e+004, 1.37670e+002, 4.35379e+001, 7.04865e+001, 6.95435e+001, 7.67741e+001, 7.20171e+001,-4.42065e+000,-4.58089e+000,-4.84504e+000,-6.14885e+000,-2.38097e+001
0,56,727438.03,4335897.08,0,0,1,333.34,238528.300,000358.5283,0.8,4.26402e+002,1.24978e+002,4.45974e+002,2.20585e+002,4.08854e+002,9.99098e+002,5.67616e+002,3.45839e+003,2.40287e+003,1.12677e+004, 1.02179e+002, 5.17257e+001, 6.56027e+001, 6.92813e+001, 7.63424e+001, 6.99612e+001,-4.21942e+000,-4.41267e+000,-4.04613e+000,-5.61287e+000,-2.35471e+001
0,57,727438.03,4335897.08,0,0,1,333.34,238628.300,000358.6283,0.6,3.56535e+002,6.38737e+001,4.37112e+002,2.80581e+002,4.44486e+002,9.85853e+002,5.43333e+002,3.47322e+003,2.42258e+003,1.12601e+004, 5.32799e+001, 6.50368e+001, 6.50229e+001, 6.94733e+001, 7.63493e+001, 6.98078e+001,-3.52928e+000,-4.32517e+000,-4.39798e+000,-5.37339e+000,-2.37380e+001
0,58,727438.03,4335897.08,0,0,1,333.35,238728.300,000358.7283,0.9,3.93728e+002,1.08164e+002,4.34896e+002,3.39110e+002,4.99995e+002,1.01706e+003,5.47535e+002,3.47106e+003,2.43687e+003,1.12589e+004, 8.81876e+001, 7.80994e+001, 6.75648e+001, 6.94486e+001, 7.63849e+001, 7.07693e+001,-3.89673e+000,-4.30329e+000,-4.94585e+000,-5.41484e+000,-2.38763e+001
