Line,Sample,X,Y,Mark,Status,Time[ms],Time[hhmmss.sss],PowerLn,I_450Hz,Q_450Hz,I_1530Hz,Q_1530Hz,I_5310Hz,Q_5310Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,EC450Hz[mS/m],EC1530Hz[mS/m],EC5310Hz[mS/m],EC18330Hz[mS/m],EC63030Hz[mS/m],TotalEC[mS/m],MSusc450Hz[1/1000],MSusc1530Hz[1/1000],MSusc5310Hz[1/1000],MSusc18330Hz[1/1000],MSusc63030Hz[1/1000]
0,43,3.60,0.00,0,0,47838587.800,131718.5878,65.0,-5.95905e+002,1.02516e+003,5.76106e+002,2.12315e+003,1.28738e+003,9.45460e+002,3.73858e+003,7.42003e+003,1.19126e+004,1.49995e+004, 7.44603e+002, 4.94540e+002, 6.89507e+001, 1.79474e+002, 1.42571e+002, 1.26958e+002, 5.91438e+000,-5.68481e+000,-1.26590e+001,-3.63242e+001,-1.11323e+002
0,44,3.68,0.00,0,0,47838687.800,131718.6878,65.3,-5.43333e+002,1.04675e+003,6.86193e+001,2.03273e+003,2.05007e+003,3.43343e+003,3.70442e+003,7.20767e+003,1.13402e+004,1.44045e+004, 7.60930e+002, 4.51331e+002, 2.60448e+002, 1.74057e+002, 1.34682e+002, 1.95126e+002, 5.39119e+000,-6.78810e-001,-2.00833e+001,-3.59983e+001,-1.06258e+002
0,45,3.77,0.00,0,0,47838787.800,131718.7878,66.1,-5.15255e+002,1.03749e+003,5.92808e+002,1.21612e+003,2.98712e+003,4.87307e+003,4.53824e+003,7.68933e+003,1.06730e+004,1.35740e+004, 7.53930e+002, 2.80797e+002, 3.91732e+002, 1.93265e+002, 1.24529e+002, 2.48029e+002, 5.11188e+000,-5.84914e+000,-2.91293e+001,-4.39231e+001,-1.00320e+002
0,46,3.85,0.00,0,0,47838887.800,131718.8878,70.9,-4.93869e+002,1.23696e+003,1.10681e+003,1.50089e+003,2.27876e+003,5.87643e+003,5.03871e+003,7.64921e+003,9.68007e+003,1.20635e+004, 9.05693e+002, 3.66905e+002, 4.54200e+002, 1.96952e+002, 1.07619e+002, 2.67865e+002, 4.89919e+000,-1.08931e+001,-2.22987e+001,-4.86491e+001,-9.14134e+001
0,47,3.93,0.00,0,0,47838987.800,131718.9878,71.9,-4.84495e+002,1.15963e+003,2.18109e+002,1.91216e+003,2.31381e+002,2.82409e+003,3.30236e+003,6.31671e+003,8.38514e+003,1.11747e+004, 8.46720e+002, 4.29321e+002, 1.86325e+002, 1.49488e+002, 9.52270e+001, 1.47496e+002, 4.80597e+000,-2.15603e+000,-2.28708e+000,-3.21540e+001,-7.96719e+001
0,48,4.02,0.00,0,0,47839087.800,131719.0878,72.1,-5.42959e+002,1.09744e+003,-3.10521e+002,8.73423e+002,2.24962e+002,-3.53921e+002,2.55681e+003,4.94282e+003,7.86386e+003,1.08349e+004, 7.99331e+002, 1.85435e+002, 1.27992e-001, 1.12214e+002, 9.05643e+001, 6.35752e+001, 5.38747e+000, 3.07757e+000,-2.22370e+000,-2.49855e+001,-7.49045e+001
0,49,4.10,0.00,0,0,47839187.800,131719.1878,72.0,-5.23334e+002,1.37648e+003,1.08106e+002,5.12448e+002,-9.49168e+001,1.28746e+003,3.80356e+003,5.17901e+003,8.08709e+003,1.08934e+004, 1.01169e+003, 1.08894e+002, 7.98080e+001, 1.26232e+002, 9.17720e+001, 9.86201e+001, 5.19224e+000,-1.06922e+000, 9.39716e-001,-3.69439e+001,-7.69490e+001
0,50,4.18,0.00,0,0,47839287.800,131719.2878,69.8,-3.58788e+002,1.55469e+003,7.90222e+002,4.40410e+002,-4.11248e+002,2.07282e+003,4.25636e+003,5.74831e+003,8.11800e+003,1.16692e+004, 1.14566e+003, 1.06473e+002, 1.31382e+002, 1.42811e+002, 9.77390e+001, 1.25297e+002, 3.55680e+000,-7.78940e+000, 4.07791e+000,-4.12512e+001,-7.72317e+001
0,51,4.27,0.00,0,0,47839387.800,131719.3878,70.7,-3.96695e+002,1.19279e+003,3.85307e+002,3.15194e+002,-9.73617e+002,4.70759e+003,3.64213e+003,6.58882e+003,8.43479e+003,1.27457e+004, 8.63635e+002, 7.03698e+001, 3.12895e+002, 1.57162e+002, 1.07053e+002, 2.01255e+002, 3.93332e+000,-3.80566e+000, 9.68133e+000,-3.54037e+001,-8.01248e+001
0,52,4.35,0.00,0,0,47839487.800,131719.4878,73.9,-5.28171e+002,1.22578e+003,2.02747e+002,3.85853e+002,-4.71655e+003,4.62640e+003,3.37832e+003,7.48455e+003,9.63259e+003,1.36866e+004, 8.56229e+002, 7.95123e+001, 2.95361e+002, 1.69776e+002, 1.15265e+002, 2.01202e+002, 5.24035e+000,-2.00433e+000, 4.77892e+001,-3.28815e+001,-9.09855e+001
