Line,Sample,X,Y,Mark,Status,Time[ms],Time[hhmmss.sss],PowerLn, ResLayer_1, ResLayer_2, ResLayer_3, ThiLayer_1, ThiLayer_2,FitError(%)
0,859,8.31,0.00,0,0,49221944.700,134021.9447,45.5, 34.903, 34.903, 5.564, 3.213, 3.213, 107.79
0,860,8.32,0.00,0,0,49222044.700,134022.0447,45.2, 34.903, 31.582, 6.376, 3.297, 3.750, 98.97
0,861,8.33,0.00,0,0,49222144.700,134022.1447,45.6, 34.903, 7.788, 25.857, 6.008, 6.005, 94.58
0,862,8.34,0.00,0,0,49222244.700,134022.2447,45.5, 34.903, 31.582, 8.607, 2.000, 4.165, 102.76
0,863,8.35,0.00,0,0,49222344.700,134022.3447,45.8, 34.903, 34.903, 4.357, 3.517, 3.517, 104.59
0,864,8.36,0.00,0,0,49222444.700,134022.4447,46.8, 34.903, 31.582, 5.583, 4.451, 3.285, 98.07
0,865,8.37,0.00,0,0,49222544.700,134022.5447,45.7, 34.903, 34.903, 5.220, 3.640, 3.640, 94.21
0,866,8.38,0.00,0,0,49222644.700,134022.6447,45.7, 34.903, 34.903, 4.027, 3.644, 3.644, 96.40
0,867,8.38,0.00,0,0,49222744.700,134022.7447,45.6, 34.903, 8.607, 2.865, 6.640, 5.437, 113.63
0,868,8.39,0.00,0,0,49222844.800,134022.8448,45.3, 34.903, 34.903, 2.865, 5.437, 5.437, 102.11
0,869,8.40,0.00,0,0,49222944.800,134022.9448,46.0, 34.903, 34.903, 2.865, 6.640, 6.640, 95.27
0,870,8.41,0.00,0,0,49223044.700,134023.0447,45.6, 34.903, 5.769, 2.865, 6.640, 6.640, 109.96
0,871,8.42,0.00,0,0,49223144.700,134023.1447,45.3, 34.903, 7.047, 2.865, 6.640, 6.640, 110.34
0,872,8.43,0.00,0,0,49223244.800,134023.2448,46.1, 34.903, 34.903, 2.865, 6.640, 6.640, 105.48
0,873,8.44,0.00,0,0,49223344.800,134023.3448,45.9, 34.903, 34.903, 2.865, 6.640, 6.640, 105.73
0,874,8.45,0.00,0,0,49223444.800,134023.4448,45.3, 34.903, 34.903, 2.865, 6.640, 6.640, 96.30
0,875,8.46,0.00,0,0,49223544.800,134023.5448,45.4, 34.903, 9.512, 2.865, 6.640, 4.028, 101.52
0,876,8.47,0.00,0,0,49223644.800,134023.6448,45.2, 34.903, 7.788, 2.865, 6.486, 4.919, 106.54
0,877,8.48,0.00,0,0,49223744.800,134023.7448,45.5, 34.903, 34.903, 2.865, 5.260, 5.260, 92.76
0,878,8.49,0.00,0,0,49223844.800,134023.8448,45.7, 34.903, 34.903, 2.865, 6.640, 6.640, 89.75
0,879,8.50,0.00,0,0,49223944.800,134023.9448,45.3, 34.903, 15.699, 2.865, 6.640, 4.919, 109.32
0,880,8.51,0.00,0,0,49224044.800,134024.0448,45.9, 34.903, 34.903, 2.865, 5.437, 5.437, 113.25
0,881,8.52,0.00,0,0,49224144.800,134024.1448,45.6, 34.903, 34.903, 2.865, 4.698, 4.698, 110.37
0,882,8.53,0.00,0,0,49224244.800,134024.2448,45.4, 34.903, 34.903, 2.865, 5.437, 5.437, 97.16
0,883,8.54,0.00,0,0,49224344.800,134024.3448,45.1, 34.903, 10.513, 2.865, 6.640, 4.028, 102.63
0,884,8.55,0.00,0,0,49224444.800,134024.4448,44.5, 34.903, 34.903, 2.865, 3.792, 3.792, 107.61
0,885,8.56,0.00,0,0,49224544.800,134024.5448,44.1, 34.903, 34.903, 2.865, 4.919, 4.919, 104.72
0,886,8.57,0.00,0,0,49224644.800,134024.6448,45.0, 34.903, 34.903, 2.865, 5.054, 5.054, 101.46
0,887,8.58,0.00,0,0,49224744.800,134024.7448,44.9, 34.903, 34.903, 3.499, 3.297, 3.297, 115.49
0,888,8.59,0.00,0,0,49224844.800,134024.8448,45.1, 34.903, 34.903, 2.865, 4.451, 4.451, 108.64
0,889,8.60,0.00,0,0,49224944.800,134024.9448,45.0, 34.903, 34.903, 3.166, 3.644, 3.644, 116.33
0,890,8.61,0.00,0,0,49225044.800,134025.0448,45.2, 34.903, 34.903, 4.724, 3.644, 3.644, 98.77
0,891,8.62,0.00,0,0,49225144.800,134025.1448,47.2, 34.903, 34.903, 4.274, 3.644, 3.644, 93.37
0,892,8.63,0.00,0,0,49225244.800,134025.2448,47.0, 34.903, 34.903, 3.867, 3.644, 3.644, 87.25
0,893,8.64,0.00,0,0,49225344.800,134025.3448,47.4, 34.903, 34.903, 4.274, 3.644, 3.644, 80.10
0,894,8.65,0.00,0,0,49225444.800,134025.4448,47.9, 34.903, 34.903, 5.220, 3.644, 3.644, 86.04
0,895,8.66,0.00,0,0,49225544.800,134025.5448,47.7, 34.903, 34.903, 8.259, 3.598, 3.598, 96.03
0,896,8.67,0.00,0,0,49225644.800,134025.6448,47.9, 34.903, 34.903, 5.769, 3.644, 3.644, 80.61
0,897,8.68,0.00,0,0,49225744.800,134025.7448,47.7, 34.903, 34.903, 4.274, 3.644, 3.644, 77.82
0,898,8.68,0.00,0,0,49225844.800,134025.8448,47.4, 34.903, 34.903, 3.867, 3.644, 3.644, 100.12
0,899,8.69,0.00,0,0,49225944.800,134025.9448,48.2, 34.903, 34.903, 5.220, 3.644, 3.644, 102.60
0,900,8.70,0.00,0,0,49226044.800,134026.0448,48.3, 34.903, 34.903, 5.220, 3.644, 3.644, 75.21
0,901,8.71,0.00,0,0,49226144.800,134026.1448,48.3, 34.903, 34.903, 4.274, 3.644, 3.644, 85.85
0,902,8.72,0.00,0,0,49226244.800,134026.2448,48.0, 34.903, 34.903, 4.724, 3.297, 3.297, 96.58
0,903,8.73,0.00,0,0,49226344.800,134026.3448,47.9, 34.903, 34.903, 5.769, 3.274, 3.274, 84.85
0,904,8.74,0.00,0,0,49226444.800,134026.4448,48.2, 34.903, 34.903, 5.769, 3.292, 3.292, 97.80
0,905,8.75,0.00,0,0,49226544.800,134026.5448,47.7, 34.903, 34.903, 5.220, 3.644, 3.644, 101.18
0,906,8.76,0.00,0,0,49226644.800,134026.6448,48.0, 34.903, 34.903, 5.220, 3.644, 3.644, 98.84
0,907,8.77,0.00,0,0,49226744.800,134026.7448,48.7, 34.903, 34.903, 5.220, 3.297, 3.297, 99.64
0,908,8.78,0.00,0,0,49226844.800,134026.8448,48.6, 34.903, 10.879, 10.513, 5.437, 1.328, 97.58
0,909,8.79,0.00,0,0,49226944.800,134026.9448,47.8, 34.903, 5.220, 34.903, 6.981, 4.439, 99.84
0,910,8.80,0.00,0,0,49227044.800,134027.0448,47.9, 34.903, 34.903, 5.769, 3.232, 3.232, 82.37
0,911,8.81,0.00,0,0,49227144.800,134027.1448,48.1, 34.903, 34.903, 5.220, 3.297, 3.297, 93.02
0,912,8.82,0.00,0,0,49227244.800,134027.2448,48.3, 34.903, 29.963, 5.769, 4.905, 2.783, 89.58
0,913,8.83,0.00,0,0,49227344.800,134027.3448,48.1, 34.903, 34.903, 2.865, 4.859, 4.859, 98.63
0,914,8.84,0.00,0,0,49227444.800,134027.4448,47.8, 34.903, 16.826, 2.865, 6.640, 4.919, 101.94
0,915,8.85,0.00,0,0,49227544.800,134027.5448,48.4, 34.903, 8.607, 2.865, 6.640, 4.919, 111.11
0,916,8.86,0.00,0,0,49227644.800,134027.6448,48.1, 34.903, 8.607, 2.865, 6.640, 4.451, 106.07
0,917,8.87,0.00,0,0,49227744.800,134027.7448,48.1, 34.903, 7.788, 2.865, 6.640, 5.437, 111.80
0,918,8.88,0.00,0,0,49227844.800,134027.8448,48.2, 34.903, 7.047, 2.865, 6.640, 6.640, 115.77
0,919,8.89,0.00,0,0,49227944.800,134027.9448,48.2, 34.903, 11.618, 2.865, 6.640, 4.451, 106.07
0,920,8.90,0.00,0,0,49228044.800,134028.0448,48.5, 34.903, 7.788, 2.865, 6.640, 5.437, 104.95
0,921,8.91,0.00,0,0,49228144.800,134028.1448,47.9, 34.903, 7.047, 2.865, 6.640, 6.640, 103.77
0,922,8.92,0.00,0,0,49228244.800,134028.2448,48.1, 34.903, 34.903, 2.865, 6.640, 6.640, 95.80
0,923,8.93,0.00,0,0,49228344.800,134028.3448,47.9, 34.903, 34.903, 2.865, 6.640, 6.640, 108.45
0,924,8.94,0.00,0,0,49228444.800,134028.4448,47.9, 28.577, 11.618, 2.865, 5.437, 6.640, 169.09
0,925,8.95,0.00,0,0,49228544.800,134028.5448,47.9, 34.903, 12.840, 2.865, 6.008, 6.640, 138.44
0,926,8.96,0.00,0,0,49228644.800,134028.6448,47.4, 34.903, 7.788, 2.865, 6.640, 5.437, 108.80
0,927,8.97,0.00,0,0,49228744.800,134028.7448,47.2, 34.903, 8.607, 2.865, 6.640, 4.451, 105.52
0,928,8.97,0.00,0,0,49228844.800,134028.8448,47.4, 34.903, 7.788, 2.865, 6.640, 4.919, 107.76
0,929,8.98,0.00,0,0,49228944.800,134028.9448,47.1, 34.903, 7.788, 2.865, 6.640, 5.437, 110.30
0,930,8.99,0.00,0,0,49229044.800,134029.0448,47.6, 34.903, 7.047, 2.865, 6.640, 6.640, 111.74
0,931,9.00,0.00,0,0,49229144.800,134029.1448,47.7, 34.903, 7.047, 2.865, 6.640, 6.640, 102.62
0,932,9.01,0.00,0,0,49229244.800,134029.2448,47.9, 34.903, 34.903, 2.865, 5.608, 5.608, 89.97
0,933,9.02,0.00,0,0,49229344.800,134029.3448,47.9, 34.903, 34.903, 2.865, 4.028, 4.028, 98.56
0,934,9.03,0.00,0,0,49229444.800,134029.4448,48.1, 34.903, 34.903, 2.865, 5.437, 5.437, 98.75
0,935,9.04,0.00,0,0,49229544.800,134029.5448,48.0, 34.903, 21.170, 2.865, 6.100, 6.008, 104.51
0,936,9.05,0.00,0,0,49229644.800,134029.6448,48.0, 34.903, 34.903, 4.274, 3.297, 3.297, 98.02
0,937,9.06,0.00,0,0,49229744.800,134029.7448,47.8, 34.903, 34.903, 3.074, 3.644, 3.644, 99.84
0,938,9.07,0.00,0,0,49229844.800,134029.8448,47.8, 34.903, 34.903, 3.251, 3.644, 3.644, 104.55
0,939,9.08,0.00,0,0,49229944.800,134029.9448,48.1, 34.903, 34.903, 4.344, 3.297, 3.297, 108.34
0,940,9.09,0.00,0,0,49230044.800,134030.0448,47.7, 34.903, 34.903, 3.499, 3.644, 3.644, 84.78
0,941,9.10,0.00,0,0,49230144.800,134030.1448,47.9, 34.903, 34.903, 4.274, 3.644, 3.644, 82.35
0,942,9.11,0.00,0,0,49230244.800,134030.2448,48.0, 34.903, 34.903, 4.917, 3.644, 3.644, 103.68
0,943,9.12,0.00,0,0,49230344.800,134030.3448,47.5, 34.903, 34.903, 5.220, 3.196, 3.196, 100.82
0,944,9.13,0.00,0,0,49230444.800,134030.4448,47.9, 34.903, 34.903, 4.274, 3.644, 3.644, 74.92
0,945,9.14,0.00,0,0,49230544.800,134030.5448,47.8, 34.903, 34.903, 4.724, 3.644, 3.644, 70.93
0,946,9.15,0.00,0,0,49230644.800,134030.6448,47.9, 34.903, 34.903, 6.736, 3.644, 3.644, 72.10
0,947,9.16,0.00,0,0,49230744.800,134030.7448,48.3, 34.903, 34.903, 8.170, 3.440, 3.440, 68.59
0,948,9.17,0.00,0,0,49230844.800,134030.8448,47.9, 34.903, 34.903, 6.376, 3.598, 3.598, 68.17
0,949,9.18,0.00,0,0,49230944.800,134030.9448,48.3, 34.903, 34.903, 4.724, 3.644, 3.644, 76.22
0,950,9.19,0.00,0,0,49231044.800,134031.0448,48.1, 34.903, 34.903, 4.724, 3.644, 3.644, 80.96
0,951,9.20,0.00,0,0,49231144.800,134031.1448,47.9, 34.903, 34.903, 5.220, 3.297, 3.297, 83.58
0,952,9.21,0.00,0,0,49231244.800,134031.2448,48.0, 34.903, 34.903, 7.047, 3.259, 3.259, 86.55
0,953,9.22,0.00,0,0,49231344.800,134031.3448,48.0, 34.903, 34.903, 8.583, 3.227, 3.227, 93.02
0,954,9.23,0.00,0,0,49231444.800,134031.4448,48.0, 34.903, 34.903, 7.516, 3.548, 3.548, 83.97
0,955,9.24,0.00,0,0,49231544.800,134031.5448,47.9, 34.903, 34.903, 6.720, 3.559, 3.559, 79.52
0,956,9.25,0.00,0,0,49231644.800,134031.6448,48.0, 34.903, 34.903, 6.023, 3.644, 3.644, 95.20
0,957,9.26,0.00,0,0,49231744.800,134031.7448,48.4, 34.903, 34.903, 8.496, 3.449, 3.449, 94.33
0,958,9.26,0.00,0,0,49231844.800,134031.8448,48.2, 34.903, 34.903, 5.220, 3.644, 3.644, 81.11
0,959,9.27,0.00,0,0,49231944.800,134031.9448,49.1, 34.903, 34.903, 3.499, 6.640, 6.640, 85.13
0,960,9.28,0.00,0,0,49232044.800,134032.0448,48.0, 28.577, 11.618, 2.865, 5.437, 6.640, 126.54
0,961,9.29,0.00,0,0,49232144.800,134032.1448,47.8, 34.903, 34.903, 3.584, 4.919, 4.919, 103.08
0,962,9.30,0.00,0,0,49232244.800,134032.2448,47.8, 34.903, 34.903, 3.867, 4.028, 4.028, 97.84
0,963,9.31,0.00,0,0,49232344.800,134032.3448,48.1, 34.903, 10.513, 2.865, 6.640, 6.278, 101.05
0,964,9.32,0.00,0,0,49232444.800,134032.4448,48.4, 34.903, 7.788, 2.865, 4.919, 6.640, 137.05
0,965,9.33,0.00,0,0,49232544.800,134032.5448,48.3, 34.903, 6.376, 2.865, 6.640, 5.437, 125.73
0,966,9.34,0.00,0,0,49232644.800,134032.6448,48.4, 34.903, 7.047, 2.865, 6.640, 6.640, 109.04
0,967,9.35,0.00,0,0,49232744.800,134032.7448,48.4, 34.903, 7.788, 2.865, 6.640, 4.919, 112.13
0,968,9.36,0.00,0,0,49232844.800,134032.8448,48.3, 34.903, 10.513, 2.865, 6.640, 4.028, 107.77
0,969,9.37,0.00,0,0,49232944.800,134032.9448,48.3, 34.903, 34.903, 2.865, 6.640, 6.640, 104.92
0,970,9.38,0.00,0,0,49233044.800,134033.0448,48.3, 34.903, 22.061, 2.865, 6.640, 5.437, 103.52
0,971,9.39,0.00,0,0,49233144.800,134033.1448,48.2, 34.903, 7.788, 2.865, 6.640, 4.919, 115.14
0,972,9.40,0.00,0,0,49233244.800,134033.2448,47.9, 34.903, 2.865, 34.127, 6.640, 2.210, 138.02
0,973,9.41,0.00,0,0,49233344.800,134033.3448,48.5, 28.577, 6.376, 34.903, 6.640, 5.437, 131.78
0,974,9.42,0.00,0,0,49233444.800,134033.4448,48.1, 25.857, 5.769, 34.903, 6.640, 4.919, 162.97
0,975,9.43,0.00,0,0,49233544.800,134033.5448,48.0, 34.903, 7.047, 2.865, 6.640, 6.008, 118.98
0,976,9.44,0.00,0,0,49233644.800,134033.6448,48.3, 34.903, 6.376, 2.865, 6.640, 6.640, 110.06
0,977,9.45,0.00,0,0,49233744.800,134033.7448,48.4, 34.903, 6.376, 2.865, 6.008, 6.640, 113.07
0,978,9.46,0.00,0,0,49233844.800,134033.8448,48.3, 34.903, 6.376, 2.865, 6.640, 6.008, 118.35
0,979,9.47,0.00,0,0,49233944.800,134033.9448,48.2, 34.903, 6.376, 2.865, 6.640, 6.640, 120.82
0,980,9.48,0.00,0,0,49234044.800,134034.0448,48.3, 34.903, 34.903, 2.865, 5.319, 5.319, 111.80
0,981,9.49,0.00,0,0,49234144.800,134034.1448,48.3, 34.903, 34.903, 2.865, 4.852, 4.852, 107.23
0,982,9.50,0.00,0,0,49234244.800,134034.2448,48.3, 34.903, 34.903, 2.865, 6.640, 6.640, 97.50
0,983,9.51,0.00,0,0,49234344.800,134034.3448,47.9, 34.903, 17.333, 2.865, 6.640, 4.919, 96.35
0,984,9.52,0.00,0,0,49234444.800,134034.4448,48.0, 34.903, 34.903, 2.865, 4.919, 4.919, 101.11
0,985,9.53,0.00,0,0,49234544.800,134034.5448,48.3, 34.903, 34.903, 2.865, 3.922, 3.922, 117.10
0,986,9.54,0.00,0,0,49234644.800,134034.6448,48.2, 34.903, 34.903, 3.166, 3.644, 3.644, 108.22
0,987,9.55,0.00,0,0,49234744.800,134034.7448,47.9, 34.903, 34.903, 4.274, 3.644, 3.644, 102.73
0,988,9.56,0.00,0,0,49234844.800,134034.8448,48.4, 34.903, 34.903, 4.863, 3.644, 3.644, 104.99
0,989,9.56,0.00,0,0,49234944.800,134034.9448,48.3, 34.903, 34.903, 4.724, 3.644, 3.644, 87.99
0,990,9.57,0.00,0,0,49235044.800,134035.0448,48.8, 34.903, 34.903, 5.220, 3.644, 3.644, 84.79
0,991,9.58,0.00,0,0,49235144.800,134035.1448,48.4, 31.582, 12.684, 7.788, 2.261, 4.209, 161.98
0,992,9.59,0.00,0,0,49235244.800,134035.2448,48.6, 34.903, 34.903, 5.769, 3.281, 3.281, 106.47
0,993,9.60,0.00,0,0,49235344.800,134035.3448,48.9, 34.903, 34.903, 5.220, 3.644, 3.644, 87.04
0,994,9.61,0.00,0,0,49235444.800,134035.4448,48.7, 34.903, 34.903, 4.274, 3.644, 3.644, 98.24
0,995,9.62,0.00,0,0,49235544.800,134035.5448,48.7, 34.903, 34.903, 4.724, 3.297, 3.297, 111.95
0,996,9.63,0.00,0,0,49235644.800,134035.6448,48.8, 34.903, 34.903, 4.724, 3.297, 3.297, 95.84
0,997,9.64,0.00,0,0,49235744.800,134035.7448,48.5, 34.903, 34.903, 4.724, 3.644, 3.644, 91.21
0,998,9.65,0.00,0,0,49235844.800,134035.8448,48.6, 34.903, 34.903, 6.764, 3.644, 3.644, 77.59
0,999,9.66,0.00,0,0,49235944.800,134035.9448,48.8, 34.903, 34.903, 9.460, 3.491, 3.491, 67.95
0,1000,9.67,0.00,0,0,49236044.800,134036.0448,48.6, 34.903, 34.903, 5.220, 3.644, 3.644, 94.45
0,1001,9.68,0.00,0,0,49236144.800,134036.1448,48.3, 34.903, 34.903, 6.062, 3.472, 3.472, 106.21
0,1002,9.69,0.00,0,0,49236244.800,134036.2448,48.4, 34.903, 28.170, 11.618, 4.111, 2.264, 92.48
0,1003,9.70,0.00,0,0,49236344.800,134036.3448,48.1, 34.903, 4.724, 21.170, 6.640, 5.171, 114.58
0,1004,9.71,0.00,0,0,49236444.800,134036.4448,48.4, 34.903, 21.170, 6.696, 5.257, 2.462, 98.76
0,1005,9.72,0.00,0,0,49236544.800,134036.5448,48.3, 34.903, 7.788, 28.577, 6.008, 6.317, 86.85
0,1006,9.73,0.00,0,0,49236644.800,134036.6448,48.3, 34.903, 4.724, 34.903, 6.640, 4.028, 79.63
0,1007,9.74,0.00,0,0,49236744.800,134036.7448,48.3, 34.903, 3.166, 34.903, 6.640, 2.700, 80.09
0,1008,9.75,0.00,0,0,49236844.800,134036.8448,48.3, 34.903, 5.220, 34.903, 6.640, 4.451, 91.65
0,1009,9.76,0.00,0,0,49236944.800,134036.9448,47.7, 34.903, 34.903, 6.491, 4.027, 4.027, 118.37
0,1010,9.77,0.00,0,0,49237044.800,134037.0448,48.9, 34.903, 18.790, 3.490, 5.936, 5.437, 99.81
0,1011,9.78,0.00,0,0,49237144.800,134037.1448,48.5, 34.903, 31.582, 7.047, 4.028, 3.177, 80.14
0,1012,9.79,0.00,0,0,49237244.800,134037.2448,48.5, 34.903, 6.428, 2.865, 6.640, 6.640, 103.29
0,1013,9.80,0.00,0,0,49237344.800,134037.3448,48.1, 34.903, 7.788, 2.865, 6.640, 5.437, 108.36
0,1014,9.81,0.00,0,0,49237444.800,134037.4448,47.9, 34.903, 7.788, 2.865, 6.640, 6.640, 106.45
0,1015,9.82,0.00,0,0,49237544.800,134037.5448,48.3, 34.903, 15.683, 2.865, 6.640, 4.451, 105.27
0,1016,9.83,0.00,0,0,49237644.800,134037.6448,48.3, 34.903, 9.512, 2.865, 6.640, 4.028, 102.65
0,1017,9.84,0.00,0,0,49237744.800,134037.7448,48.4, 34.903, 7.047, 2.865, 6.640, 6.640, 113.36
0,1018,9.85,0.00,0,0,49237844.800,134037.8448,48.4, 34.903, 9.512, 2.865, 6.640, 4.028, 115.58
0,1019,9.85,0.00,0,0,49237944.800,134037.9448,48.3, 34.903, 34.903, 2.865, 6.066, 6.066, 114.66
0,1020,9.86,0.00,0,0,49238044.800,134038.0448,48.6, 34.903, 11.618, 2.865, 6.640, 4.451, 122.30
0,1021,9.87,0.00,0,0,49238144.800,134038.1448,48.0, 34.903, 9.512, 2.865, 6.640, 4.451, 121.44
0,1022,9.88,0.00,0,0,49238244.800,134038.2448,48.1, 34.903, 34.903, 2.865, 4.489, 4.489, 101.93
0,1023,9.89,0.00,0,0,49238344.800,134038.3448,47.8, 34.903, 34.903, 2.865, 5.370, 5.370, 92.18
0,1024,9.90,0.00,0,0,49238444.800,134038.4448,48.0, 34.903, 11.618, 2.865, 6.640, 4.451, 101.05
0,1025,9.91,0.00,0,0,49238544.800,134038.5448,48.6, 34.903, 17.765, 2.865, 6.640, 4.919, 100.20
0,1026,9.92,0.00,0,0,49238644.800,134038.6448,48.9, 34.903, 31.582, 2.865, 6.640, 6.640, 99.18
0,1027,9.93,0.00,0,0,49238744.800,134038.7448,48.7, 34.903, 11.618, 2.865, 6.008, 4.919, 115.22
0,1028,9.94,0.00,0,0,49238844.800,134038.8448,48.4, 34.903, 7.047, 2.865, 6.640, 6.640, 118.10
0,1029,9.95,0.00,0,0,49238944.800,134038.9448,48.2, 34.903, 34.903, 2.865, 6.165, 6.165, 100.71
0,1030,9.96,0.00,0,0,49239044.800,134039.0448,48.2, 34.903, 34.903, 2.865, 5.459, 5.459, 108.15
0,1031,9.97,0.00,0,0,49239144.800,134039.1448,48.4, 34.903, 34.903, 4.724, 3.644, 3.644, 101.72
0,1032,9.98,0.00,0,0,49239244.900,134039.2449,48.2, 34.903, 34.903, 4.274, 3.297, 3.297, 107.16
0,1033,9.99,0.00,0,0,49239344.900,134039.3449,48.4, 21.170, 8.607, 34.903, 6.008, 6.640, 192.46
0,1034,10.00,0.00,0,0,49239444.900,134039.4449,48.1, 34.903, 34.903, 4.724, 3.644, 3.644, 82.63
